====== H (10) into Layer 1                      =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 3500 keV
============= TARGET MATERIAL ======================================
Layer  1 : Layer 1
Layer Width =     4.E+06 A ;
  Layer # 1- Density = 4.976E22 atoms/cm3 = 2.321 g/cm3
  Layer # 1- Si = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Total Ions calculated =5000.00
 Total Target Vacancies     = 47 /Ion

==========================================================
  Table Units are  >>>> Vacancies/(Angstrom-Ion)  <<<<  
==========================================================
   TARGET     VACANCIES     VACANCIES 
   DEPTH         by            by     
   (Ang.)       IONS         RECOILS  
-----------  -----------  ------------
400000.E-01  2515.00E-09  6332.43E-09  
800000.E-01  3350.00E-09  8130.41E-09  
120000.E+00  4020.00E-09  9175.15E-09  
160000.E+00  4180.00E-09  7489.17E-09  
200000.E+00  3820.00E-09  1123.64E-08  
240000.E+00  4155.00E-09  6739.55E-09  
280000.E+00  4305.00E-09  1046.00E-08  
320000.E+00  4485.00E-09  8301.53E-09  
360000.E+00  4305.00E-09  1306.18E-08  
400000.E+00  4755.00E-09  1015.23E-08  
440000.E+00  4915.00E-09  1124.52E-08  
480000.E+00  5025.00E-09  2004.85E-08  
520000.E+00  5285.00E-09  2762.33E-08  
560000.E+00  5350.00E-09  2283.24E-08  
600000.E+00  5605.00E-09  1532.66E-08  
640000.E+00  5855.00E-09  1474.20E-08  
680000.E+00  6135.00E-09  1159.21E-08  
720000.E+00  6215.00E-09  1210.96E-08  
760000.E+00  6875.00E-09  1647.12E-08  
800000.E+00  6955.00E-09  2416.97E-08  
840000.E+00  7665.00E-09  1607.88E-08  
880000.E+00  7865.00E-09  1637.79E-08  
920000.E+00  8995.00E-09  1902.57E-08  
960000.E+00  1007.00E-08  2385.84E-08  
100000.E+01  1081.00E-08  1968.81E-08  
104000.E+01  1212.00E-08  2504.21E-08  
108000.E+01  1475.00E-08  4447.27E-08  
112000.E+01  1931.00E-08  3645.27E-08  
116000.E+01  3181.00E-08  5289.06E-08  
120000.E+01  1101.00E-07  1376.17E-07  
124000.E+01  9108.50E-08  9147.36E-08  
128000.E+01  5370.00E-09  5127.41E-09  
132000.E+01  0000.00E+00  0000.00E+00  
136000.E+01  0000.00E+00  0000.00E+00  
140000.E+01  0000.00E+00  0000.00E+00  
144000.E+01  0000.00E+00  0000.00E+00  
148000.E+01  0000.00E+00  0000.00E+00  
152000.E+01  0000.00E+00  0000.00E+00  
156000.E+01  0000.00E+00  0000.00E+00  
160000.E+01  0000.00E+00  0000.00E+00  
164000.E+01  0000.00E+00  0000.00E+00  
168000.E+01  0000.00E+00  0000.00E+00  
172000.E+01  0000.00E+00  0000.00E+00  
176000.E+01  0000.00E+00  0000.00E+00  
180000.E+01  0000.00E+00  0000.00E+00  
184000.E+01  0000.00E+00  0000.00E+00  
188000.E+01  0000.00E+00  0000.00E+00  
192000.E+01  0000.00E+00  0000.00E+00  
196000.E+01  0000.00E+00  0000.00E+00  
200000.E+01  0000.00E+00  0000.00E+00  
204000.E+01  0000.00E+00  0000.00E+00  
208000.E+01  0000.00E+00  0000.00E+00  
212000.E+01  0000.00E+00  0000.00E+00  
216000.E+01  0000.00E+00  0000.00E+00  
220000.E+01  0000.00E+00  0000.00E+00  
224000.E+01  0000.00E+00  0000.00E+00  
228000.E+01  0000.00E+00  0000.00E+00  
232000.E+01  0000.00E+00  0000.00E+00  
236000.E+01  0000.00E+00  0000.00E+00  
240000.E+01  0000.00E+00  0000.00E+00  
244000.E+01  0000.00E+00  0000.00E+00  
248000.E+01  0000.00E+00  0000.00E+00  
252000.E+01  0000.00E+00  0000.00E+00  
256000.E+01  0000.00E+00  0000.00E+00  
260000.E+01  0000.00E+00  0000.00E+00  
264000.E+01  0000.00E+00  0000.00E+00  
268000.E+01  0000.00E+00  0000.00E+00  
272000.E+01  0000.00E+00  0000.00E+00  
276000.E+01  0000.00E+00  0000.00E+00  
280000.E+01  0000.00E+00  0000.00E+00  
284000.E+01  0000.00E+00  0000.00E+00  
288000.E+01  0000.00E+00  0000.00E+00  
292000.E+01  0000.00E+00  0000.00E+00  
296000.E+01  0000.00E+00  0000.00E+00  
300000.E+01  0000.00E+00  0000.00E+00  
304000.E+01  0000.00E+00  0000.00E+00  
308000.E+01  0000.00E+00  0000.00E+00  
312000.E+01  0000.00E+00  0000.00E+00  
316000.E+01  0000.00E+00  0000.00E+00  
320000.E+01  0000.00E+00  0000.00E+00  
324000.E+01  0000.00E+00  0000.00E+00  
328000.E+01  0000.00E+00  0000.00E+00  
332000.E+01  0000.00E+00  0000.00E+00  
336000.E+01  0000.00E+00  0000.00E+00  
340000.E+01  0000.00E+00  0000.00E+00  
344000.E+01  0000.00E+00  0000.00E+00  
348000.E+01  0000.00E+00  0000.00E+00  
352000.E+01  0000.00E+00  0000.00E+00  
356000.E+01  0000.00E+00  0000.00E+00  
360000.E+01  0000.00E+00  0000.00E+00  
364000.E+01  0000.00E+00  0000.00E+00  
368000.E+01  0000.00E+00  0000.00E+00  
372000.E+01  0000.00E+00  0000.00E+00  
376000.E+01  0000.00E+00  0000.00E+00  
380000.E+01  0000.00E+00  0000.00E+00  
384000.E+01  0000.00E+00  0000.00E+00  
388000.E+01  0000.00E+00  0000.00E+00  
392000.E+01  0000.00E+00  0000.00E+00  
396000.E+01  0000.00E+00  0000.00E+00  
400000.E+01  0000.00E+00  0000.00E+00  

 To convert to Energy Lost - multiply by Average Binding Energy =  2  eV/Vacancy
